,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
312983,MSFT130614C00040000,MSFT,2013-06-14,call,40.0,A,0.0,,0.04,,0,0,2013-06-07,0.0,0.0,-0.0001,0.0,0.1795
312984,MSFT130614P00040000,MSFT,2013-06-14,put,40.0,A,4.25,,4.95,,0,0,2013-06-07,-1.0,0.0001,0.1074,0.0002,0.2088
312985,MSFT130614C00041000,MSFT,2013-06-14,call,41.0,A,0.0,,0.05,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.1795
312986,MSFT130614P00041000,MSFT,2013-06-14,put,41.0,A,4.9,,6.95,,0,0,2013-06-07,-1.0,0.0,0.1122,0.0,0.2088
312987,MSFT130614C00042000,MSFT,2013-06-14,call,42.0,A,0.0,,0.01,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.1795
312988,MSFT130614P00042000,MSFT,2013-06-14,put,42.0,A,5.0,,8.0,,0,0,2013-06-07,-1.0,0.0,0.1149,0.0,0.2088
312989,MSFT130614C00043000,MSFT,2013-06-14,call,43.0,A,0.0,,0.05,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.1795
312990,MSFT130614P00043000,MSFT,2013-06-14,put,43.0,A,5.8,,9.0,,0,0,2013-06-07,-1.0,0.0,0.1177,0.0,0.2088
312991,MSFT130614C00044000,MSFT,2013-06-14,call,44.0,A,0.0,,0.05,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.1795
312992,MSFT130614P00044000,MSFT,2013-06-14,put,44.0,A,6.8,,10.0,,0,0,2013-06-07,-1.0,0.0,0.1204,0.0,0.2088
312993,MSFT130614C00045000,MSFT,2013-06-14,call,45.0,A,0.0,,0.02,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.1795
312994,MSFT130614P00045000,MSFT,2013-06-14,put,45.0,A,7.8,,11.0,,0,0,2013-06-07,-1.0,0.0,0.1232,0.0,0.2088
312995,MSFT130622C00020000,MSFT,2013-06-22,call,20.0,A,14.65,,16.35,,0,1,2013-06-07,0.9997,0.0,0.1782,0.0,0.279
312996,MSFT130622P00020000,MSFT,2013-06-22,put,20.0,A,0.0,,0.01,,0,65,2013-06-07,0.0,0.0,0.0,0.0,0.4497
312997,MSFT130622C00021000,MSFT,2013-06-22,call,21.0,A,13.7,,15.3,,0,0,2013-06-07,0.9997,0.0,0.1756,0.0,0.279
312998,MSFT130622P00021000,MSFT,2013-06-22,put,21.0,A,0.0,,0.01,,0,131,2013-06-07,0.0,0.0,0.0,0.0,0.4497
312999,MSFT130622C00022000,MSFT,2013-06-22,call,22.0,A,12.8,,13.85,,0,1,2013-06-07,0.9997,0.0,0.1729,0.0,0.279
313000,MSFT130622P00022000,MSFT,2013-06-22,put,22.0,A,0.0,,0.01,,0,227,2013-06-07,0.0,0.0,0.0,0.0,0.4497
313001,MSFT130622C00023000,MSFT,2013-06-22,call,23.0,A,11.7,,12.85,,0,0,2013-06-07,0.9997,0.0,0.1701,0.0,0.279
313002,MSFT130622P00023000,MSFT,2013-06-22,put,23.0,A,0.0,,0.01,,0,1217,2013-06-07,0.0,0.0,-0.0001,0.0,0.4497
313003,MSFT130622C00024000,MSFT,2013-06-22,call,24.0,A,10.8,,12.4,,0,0,2013-06-07,0.9997,0.0,0.1674,0.0,0.279
313004,MSFT130622P00024000,MSFT,2013-06-22,put,24.0,A,0.0,,0.01,,0,1263,2013-06-07,0.0,0.0,-0.0007,0.0001,0.4497
313005,MSFT130622C00025000,MSFT,2013-06-22,call,25.0,A,10.6,,10.7,,0,465,2013-06-07,0.9997,0.0,0.1647,0.0,0.279
313006,MSFT130622P00025000,MSFT,2013-06-22,put,25.0,A,0.0,,0.01,,0,4400,2013-06-07,0.0,0.0,-0.0048,0.0008,0.4497
313007,MSFT130622C00026000,MSFT,2013-06-22,call,26.0,A,9.65,,9.75,,7,165,2013-06-07,0.9997,0.0,0.1618,0.0,0.279
313008,MSFT130622P00026000,MSFT,2013-06-22,put,26.0,A,0.0,,0.01,,0,6097,2013-06-07,-0.0002,0.0002,-0.0256,0.0045,0.4497
313009,MSFT130622C00027000,MSFT,2013-06-22,call,27.0,A,8.65,,8.75,,0,497,2013-06-07,0.9997,0.0,0.1592,0.0,0.279
313010,MSFT130622P00027000,MSFT,2013-06-22,put,27.0,A,0.0,,0.01,,260,6192,2013-06-07,-0.0008,0.0008,-0.107,0.0187,0.4497
313011,MSFT130622C00028000,MSFT,2013-06-22,call,28.0,A,7.65,,7.7,,4,349,2013-06-07,0.9997,0.0,0.1558,0.0002,0.279
313012,MSFT130622P00028000,MSFT,2013-06-22,put,28.0,A,0.01,,0.02,,285,31389,2013-06-07,-0.0107,0.0073,-1.3778,0.1991,0.543
313013,MSFT130622C00029000,MSFT,2013-06-22,call,29.0,A,6.65,,6.75,,41,2333,2013-06-07,0.9997,0.0002,0.1455,0.0023,0.279
313014,MSFT130622P00029000,MSFT,2013-06-22,put,29.0,A,0.02,,0.03,,0,26791,2013-06-07,-0.0182,0.0124,-2.0566,0.3156,0.5112
313015,MSFT130622C00030000,MSFT,2013-06-22,call,30.0,A,5.65,,5.75,,43,2837,2013-06-07,0.9989,0.0014,0.082,0.0194,0.279
313016,MSFT130622P00030000,MSFT,2013-06-22,put,30.0,A,0.02,,0.04,,1097,32079,2013-06-07,-0.0235,0.0175,-2.252,0.3928,0.4497
313017,MSFT130622C00031000,MSFT,2013-06-22,call,31.0,A,4.65,,4.75,,8,35991,2013-06-07,0.9946,0.0076,-0.2276,0.1056,0.279
313018,MSFT130622P00031000,MSFT,2013-06-22,put,31.0,A,0.04,,0.05,,13,38828,2013-06-07,-0.0378,0.0286,-3.0196,0.5813,0.4073
313019,MSFT130622C00032000,MSFT,2013-06-22,call,32.0,A,3.65,,3.75,,117,91996,2013-06-07,0.9764,0.028,-1.2438,0.3902,0.279
313020,MSFT130622P00032000,MSFT,2013-06-22,put,32.0,A,0.05,,0.06,,8184,37942,2013-06-07,-0.0522,0.0439,-3.3133,0.7544,0.3442
313021,MSFT130622C00033000,MSFT,2013-06-22,call,33.0,A,2.71,,2.76,,337,78231,2013-06-07,0.9237,0.0725,-3.4587,1.0109,0.279
313022,MSFT130622P00033000,MSFT,2013-06-22,put,33.0,A,0.07,,0.08,,8175,34889,2013-06-07,-0.0802,0.0738,-3.8292,1.0527,0.2849
313023,MSFT130622C00034000,MSFT,2013-06-22,call,34.0,A,1.76,,1.8,,1937,76714,2013-06-07,0.8612,0.1379,-4.384,1.5616,0.2266
313024,MSFT130622P00034000,MSFT,2013-06-22,put,34.0,A,0.13,,0.14,,515,45128,2013-06-07,-0.1509,0.1385,-5.0564,1.6543,0.2391
313025,MSFT130622C00035000,MSFT,2013-06-22,call,35.0,A,0.95,,0.98,,3654,53123,2013-06-07,0.6854,0.2449,-6.4517,2.5083,0.205
313026,MSFT130622P00035000,MSFT,2013-06-22,put,35.0,A,0.3,,0.31,,11131,14900,2013-06-07,-0.3157,0.2432,-6.6589,2.513,0.2068
313027,MSFT130622C00036000,MSFT,2013-06-22,call,36.0,A,0.37,,0.39,,4399,56730,2013-06-07,0.4077,0.2929,-6.4935,2.7435,0.1875
313028,MSFT130622P00036000,MSFT,2013-06-22,put,36.0,A,0.71,,0.73,,660,4064,2013-06-07,-0.5911,0.2904,-6.6911,2.7451,0.1892
313029,MSFT130622C00037000,MSFT,2013-06-22,call,37.0,A,0.09,,0.1,,842,7354,2013-06-07,0.15,0.1874,-3.6716,1.6476,0.176
313030,MSFT130622P00037000,MSFT,2013-06-22,put,37.0,A,1.41,,1.46,,131,1506,2013-06-07,-0.8467,0.1876,-3.9004,1.6702,0.1782
313031,MSFT130622C00038000,MSFT,2013-06-22,call,38.0,A,0.0,,0.03,,2,5046,2013-06-07,0.0358,0.0633,-1.2429,0.5568,0.176
313032,MSFT130622P00038000,MSFT,2013-06-22,put,38.0,A,2.34,,2.39,,268,1330,2013-06-07,-0.9574,0.0695,-1.6149,0.6377,0.1837
313033,MSFT130622C00039000,MSFT,2013-06-22,call,39.0,A,0.0,,0.03,,0,202,2013-06-07,0.0054,0.0125,-0.2465,0.1103,0.176
313034,MSFT130622P00039000,MSFT,2013-06-22,put,39.0,A,3.3,,3.4,,0,147,2013-06-07,-0.9924,0.0157,-0.4633,0.1445,0.1837
313035,MSFT130622C00040000,MSFT,2013-06-22,call,40.0,A,0.0,,0.01,,0,0,2013-06-07,0.0005,0.0015,-0.0299,0.0134,0.176
313036,MSFT130622P00040000,MSFT,2013-06-22,put,40.0,A,4.25,,4.9,,0,0,2013-06-07,-0.9989,0.0023,-0.1722,0.0208,0.1837
313037,MSFT130720C00014000,MSFT,2013-07-20,call,14.0,A,20.05,,23.2,,0,0,2013-06-07,0.9997,0.0,0.0646,0.0,0.3101
313038,MSFT130720P00014000,MSFT,2013-07-20,put,14.0,A,0.0,,0.02,,0,383,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313039,MSFT130720C00015000,MSFT,2013-07-20,call,15.0,A,19.1,,22.2,,0,0,2013-06-07,0.9997,0.0,0.0619,0.0,0.3101
313040,MSFT130720P00015000,MSFT,2013-07-20,put,15.0,A,0.0,,0.02,,0,272,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313041,MSFT130720C00016000,MSFT,2013-07-20,call,16.0,A,18.7,,20.35,,0,0,2013-06-07,0.9997,0.0,0.0592,0.0,0.3101
313042,MSFT130720P00016000,MSFT,2013-07-20,put,16.0,A,0.0,,0.02,,0,341,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313043,MSFT130720C00017000,MSFT,2013-07-20,call,17.0,A,17.45,,18.95,,0,0,2013-06-07,0.9997,0.0,0.0564,0.0,0.3101
313044,MSFT130720P00017000,MSFT,2013-07-20,put,17.0,A,0.0,,0.02,,0,112,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313045,MSFT130720C00018000,MSFT,2013-07-20,call,18.0,A,16.6,,18.05,,0,0,2013-06-07,0.9997,0.0,0.0537,0.0,0.3101
313046,MSFT130720P00018000,MSFT,2013-07-20,put,18.0,A,0.0,,0.02,,0,1418,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313047,MSFT130720C00019000,MSFT,2013-07-20,call,19.0,A,15.45,,16.95,,0,0,2013-06-07,0.9997,0.0,0.0509,0.0,0.3101
313048,MSFT130720P00019000,MSFT,2013-07-20,put,19.0,A,0.0,,0.02,,0,548,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313049,MSFT130720C00020000,MSFT,2013-07-20,call,20.0,A,14.75,,16.9,,0,1,2013-06-07,0.9997,0.0,0.0482,0.0,0.3101
313050,MSFT130720P00020000,MSFT,2013-07-20,put,20.0,A,0.0,,0.01,,4,922,2013-06-07,0.0,0.0,0.0,0.0,0.3281
313051,MSFT130720C00021000,MSFT,2013-07-20,call,21.0,A,13.75,,14.85,,0,15,2013-06-07,0.9997,0.0,0.0455,0.0,0.3101
313052,MSFT130720P00021000,MSFT,2013-07-20,put,21.0,A,0.0,,0.01,,0,734,2013-06-07,0.0,0.0,-0.0001,0.0,0.3281
313053,MSFT130720C00022000,MSFT,2013-07-20,call,22.0,A,12.5,,13.85,,0,15,2013-06-07,0.9997,0.0,0.0426,0.0001,0.3101
313054,MSFT130720P00022000,MSFT,2013-07-20,put,22.0,A,0.0,,0.01,,0,2819,2013-06-07,0.0,0.0,-0.0005,0.0002,0.3281
313055,MSFT130720C00023000,MSFT,2013-07-20,call,23.0,A,12.65,,12.75,,0,493,2013-06-07,0.9997,0.0,0.0391,0.0007,0.3101
313056,MSFT130720P00023000,MSFT,2013-07-20,put,23.0,A,0.0,,0.02,,0,13303,2013-06-07,0.0,0.0,-0.0025,0.0017,0.3281
313057,MSFT130720C00024000,MSFT,2013-07-20,call,24.0,A,10.9,,11.75,,0,1044,2013-06-07,0.9996,0.0001,0.0325,0.0035,0.3101
313058,MSFT130720P00024000,MSFT,2013-07-20,put,24.0,A,0.0,,0.02,,0,39114,2013-06-07,-0.0002,0.0002,-0.0104,0.0074,0.3281
313059,MSFT130720C00025000,MSFT,2013-07-20,call,25.0,A,10.65,,10.75,,0,537,2013-06-07,0.9994,0.0002,0.0158,0.0141,0.3101
313060,MSFT130720P00025000,MSFT,2013-07-20,put,25.0,A,0.01,,0.02,,0,48104,2013-06-07,-0.0077,0.0039,-0.4945,0.2579,0.4448
313061,MSFT130720C00026000,MSFT,2013-07-20,call,26.0,A,9.65,,9.75,,10,409,2013-06-07,0.9985,0.001,-0.0306,0.0467,0.3101
313062,MSFT130720P00026000,MSFT,2013-07-20,put,26.0,A,0.02,,0.03,,0,17112,2013-06-07,-0.0129,0.0064,-0.7501,0.404,0.4307
313063,MSFT130720C00027000,MSFT,2013-07-20,call,27.0,A,8.65,,8.75,,179,231,2013-06-07,0.9961,0.0028,-0.145,0.1302,0.3101
313064,MSFT130720P00027000,MSFT,2013-07-20,put,27.0,A,0.02,,0.03,,0,18130,2013-06-07,-0.0143,0.0078,-0.7341,0.4421,0.3852
313065,MSFT130720C00028000,MSFT,2013-07-20,call,28.0,A,7.65,,7.75,,60,507,2013-06-07,0.9902,0.0068,-0.3878,0.3098,0.3101
313066,MSFT130720P00028000,MSFT,2013-07-20,put,28.0,A,0.03,,0.04,,4,20358,2013-06-07,-0.0207,0.0114,-0.9388,0.6059,0.3594
313067,MSFT130720C00029000,MSFT,2013-07-20,call,29.0,A,6.65,,6.75,,52,2818,2013-06-07,0.9776,0.014,-0.8306,0.639,0.3101
313068,MSFT130720P00029000,MSFT,2013-07-20,put,29.0,A,0.04,,0.05,,3,4822,2013-06-07,-0.0282,0.0162,-1.1092,0.7842,0.3281
313069,MSFT130720C00030000,MSFT,2013-07-20,call,30.0,A,5.7,,5.8,,105,41549,2013-06-07,0.9543,0.0253,-1.5274,1.158,0.3101
313070,MSFT130720P00030000,MSFT,2013-07-20,put,30.0,A,0.06,,0.07,,53,21478,2013-06-07,-0.0418,0.0243,-1.4159,1.0846,0.3028
313071,MSFT130720C00031000,MSFT,2013-07-20,call,31.0,A,4.7,,4.8,,10,24483,2013-06-07,0.9467,0.0339,-1.4641,1.3118,0.2621
313072,MSFT130720P00031000,MSFT,2013-07-20,put,31.0,A,0.1,,0.11,,87,15238,2013-06-07,-0.0668,0.0376,-1.9244,1.5728,0.2838
313073,MSFT130720C00032000,MSFT,2013-07-20,call,32.0,A,3.8,,3.9,,104,72525,2013-06-07,0.8902,0.0573,-2.6283,2.2763,0.2693
313074,MSFT130720P00032000,MSFT,2013-07-20,put,32.0,A,0.16,,0.18,,160,16802,2013-06-07,-0.106,0.0569,-2.5404,2.2235,0.265
313075,MSFT130720C00033000,MSFT,2013-07-20,call,33.0,A,2.91,,2.96,,606,53410,2013-06-07,0.836,0.0835,-3.1355,2.9988,0.2435
313076,MSFT130720P00033000,MSFT,2013-07-20,put,33.0,A,0.27,,0.29,,5779,12659,2013-06-07,-0.1678,0.0832,-3.2597,3.0475,0.2481
313077,MSFT130720C00034000,MSFT,2013-07-20,call,34.0,A,2.1,,2.14,,2648,33425,2013-06-07,0.7421,0.1154,-3.881,3.9206,0.2302
313078,MSFT130720P00034000,MSFT,2013-07-20,put,34.0,A,0.46,,0.47,,755,14346,2013-06-07,-0.2603,0.1143,-3.9696,3.9417,0.2336
313079,MSFT130720C00035000,MSFT,2013-07-20,call,35.0,A,1.4,,1.43,,3960,60062,2013-06-07,0.6147,0.1442,-4.3576,4.6422,0.2181
313080,MSFT130720P00035000,MSFT,2013-07-20,put,35.0,A,0.75,,0.77,,3292,13985,2013-06-07,-0.3861,0.1423,-4.4328,4.6464,0.2213
313081,MSFT130720C00036000,MSFT,2013-07-20,call,36.0,A,0.85,,0.87,,1299,18910,2013-06-07,0.4624,0.1565,-4.3388,4.8232,0.2089
313082,MSFT130720P00036000,MSFT,2013-07-20,put,36.0,A,1.18,,1.21,,599,6946,2013-06-07,-0.537,0.1557,-4.3644,4.8236,0.2099
313083,MSFT130720C00037000,MSFT,2013-07-20,call,37.0,A,0.45,,0.47,,6208,5221,2013-06-07,0.3069,0.1447,-3.6718,4.2663,0.1998
313084,MSFT130720P00037000,MSFT,2013-07-20,put,37.0,A,1.78,,1.82,,519,1509,2013-06-07,-0.6904,0.1435,-3.728,4.2803,0.2021
313085,MSFT130720C00038000,MSFT,2013-07-20,call,38.0,A,0.21,,0.23,,378,10986,2013-06-07,0.1777,0.1103,-2.6452,3.1615,0.1942
313086,MSFT130720P00038000,MSFT,2013-07-20,put,38.0,A,2.53,,2.58,,698,558,2013-06-07,-0.82,0.1102,-2.6833,3.1836,0.1957
313087,MSFT130720C00039000,MSFT,2013-07-20,call,39.0,A,0.09,,0.1,,398,486,2013-06-07,0.0905,0.0701,-1.6324,1.9802,0.1913
313088,MSFT130720P00039000,MSFT,2013-07-20,put,39.0,A,3.4,,3.5,,21,125,2013-06-07,-0.8974,0.073,-1.8749,2.1669,0.2012
313089,MSFT130720C00040000,MSFT,2013-07-20,call,40.0,A,0.03,,0.04,,255,914,2013-06-07,0.0395,0.0373,-0.8393,1.0354,0.1881
313090,MSFT130720P00040000,MSFT,2013-07-20,put,40.0,A,4.3,,4.4,,2,355,2013-06-07,-0.9316,0.0491,-1.5074,1.5953,0.2202
313091,MSFT130720C00041000,MSFT,2013-07-20,call,41.0,A,0.01,,0.02,,0,251,2013-06-07,0.0178,0.0188,-0.4393,0.532,0.1916
313092,MSFT130720P00041000,MSFT,2013-07-20,put,41.0,A,5.3,,5.45,,0,0,2013-06-07,-0.9653,0.0285,-0.8686,0.925,0.2202
313093,MSFT130720C00042000,MSFT,2013-07-20,call,42.0,A,0.0,,0.03,,0,0,2013-06-07,0.0095,0.0105,-0.2717,0.3123,0.2019
313094,MSFT130720P00042000,MSFT,2013-07-20,put,42.0,A,6.25,,6.5,,0,0,2013-06-07,-0.9835,0.0151,-0.4526,0.4895,0.2202
313095,MSFT130720C00043000,MSFT,2013-07-20,call,43.0,A,0.0,,0.03,,0,0,2013-06-07,0.0036,0.0044,-0.115,0.1322,0.2019
313096,MSFT130720P00043000,MSFT,2013-07-20,put,43.0,A,6.55,,7.65,,0,20,2013-06-07,-0.9926,0.0073,-0.2112,0.238,0.2202
313097,MSFT130720C00044000,MSFT,2013-07-20,call,44.0,A,0.0,,0.02,,0,2,2013-06-07,0.0013,0.0017,-0.0443,0.0509,0.2019
313098,MSFT130720P00044000,MSFT,2013-07-20,put,44.0,A,8.2,,8.55,,0,2,2013-06-07,-0.9968,0.0033,-0.0841,0.107,0.2202
313099,MSFT130720C00045000,MSFT,2013-07-20,call,45.0,A,0.0,,0.01,,0,1154,2013-06-07,0.0004,0.0005,-0.0157,0.018,0.2019
313100,MSFT130720P00045000,MSFT,2013-07-20,put,45.0,A,7.8,,10.9,,0,25,2013-06-07,-0.9986,0.0014,-0.0223,0.0446,0.2202
313101,MSFT130817C00015000,MSFT,2013-08-17,call,15.0,A,18.8,,22.3,,0,0,2013-06-07,0.9967,0.0,0.5747,0.0,0.3963
313102,MSFT130817P00015000,MSFT,2013-08-17,put,15.0,A,0.0,,0.02,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.363
313103,MSFT130817C00016000,MSFT,2013-08-17,call,16.0,A,17.9,,21.15,,0,0,2013-06-07,0.9967,0.0,0.5719,0.0001,0.3963
313104,MSFT130817P00016000,MSFT,2013-08-17,put,16.0,A,0.0,,0.02,,0,0,2013-06-07,0.0,0.0,0.0,0.0,0.363
313105,MSFT130817C00017000,MSFT,2013-08-17,call,17.0,A,16.9,,20.15,,0,0,2013-06-07,0.9967,0.0,0.5687,0.0005,0.3963
313106,MSFT130817P00017000,MSFT,2013-08-17,put,17.0,A,0.0,,0.02,,0,306,2013-06-07,0.0,0.0,-0.0001,0.0001,0.363
313107,MSFT130817C00018000,MSFT,2013-08-17,call,18.0,A,15.8,,19.15,,0,0,2013-06-07,0.9966,0.0,0.5643,0.0021,0.3963
313108,MSFT130817P00018000,MSFT,2013-08-17,put,18.0,A,0.0,,0.02,,0,41,2013-06-07,0.0,0.0,-0.0005,0.0005,0.363
313109,MSFT130817C00019000,MSFT,2013-08-17,call,19.0,A,14.9,,18.15,,0,0,2013-06-07,0.9966,0.0001,0.5566,0.0069,0.3963
313110,MSFT130817P00019000,MSFT,2013-08-17,put,19.0,A,0.0,,0.02,,0,274,2013-06-07,0.0,0.0,-0.0019,0.002,0.363
313111,MSFT130817C00020000,MSFT,2013-08-17,call,20.0,A,13.95,,17.15,,0,0,2013-06-07,0.9963,0.0002,0.5407,0.0195,0.3963
313112,MSFT130817P00020000,MSFT,2013-08-17,put,20.0,A,0.01,,0.02,,0,153,2013-06-07,-0.0052,0.0017,-0.3197,0.2286,0.5346
313113,MSFT130817C00021000,MSFT,2013-08-17,call,21.0,A,13.25,,16.0,,0,0,2013-06-07,0.9958,0.0005,0.5078,0.0486,0.3963
313114,MSFT130817P00021000,MSFT,2013-08-17,put,21.0,A,0.01,,0.02,,0,222,2013-06-07,-0.0055,0.002,-0.3166,0.2453,0.493
313115,MSFT130817C00022000,MSFT,2013-08-17,call,22.0,A,12.8,,13.75,,0,0,2013-06-07,0.9945,0.0011,0.4435,0.1078,0.3963
313116,MSFT130817P00022000,MSFT,2013-08-17,put,22.0,A,0.01,,0.03,,0,233,2013-06-07,-0.0071,0.0027,-0.3786,0.3099,0.4663
313117,MSFT130817C00023000,MSFT,2013-08-17,call,23.0,A,11.8,,12.75,,0,0,2013-06-07,0.9919,0.0022,0.3282,0.216,0.3963
313118,MSFT130817P00023000,MSFT,2013-08-17,put,23.0,A,0.01,,0.04,,0,0,2013-06-07,-0.0089,0.0035,-0.4303,0.3756,0.4368
313119,MSFT130817C00024000,MSFT,2013-08-17,call,24.0,A,10.75,,12.2,,0,0,2013-06-07,0.9873,0.0041,0.1386,0.3953,0.3963
313120,MSFT130817P00024000,MSFT,2013-08-17,put,24.0,A,0.02,,0.05,,0,492,2013-06-07,-0.0133,0.0052,-0.5936,0.5355,0.4223
313121,MSFT130817C00025000,MSFT,2013-08-17,call,25.0,A,9.85,,10.75,,0,50,2013-06-07,0.9794,0.0069,-0.1477,0.6672,0.3963
313122,MSFT130817P00025000,MSFT,2013-08-17,put,25.0,A,0.02,,0.06,,0,252,2013-06-07,-0.0159,0.0065,-0.6365,0.6213,0.3897
313123,MSFT130817C00026000,MSFT,2013-08-17,call,26.0,A,9.0,,9.75,,0,48,2013-06-07,0.9673,0.0108,-0.5477,1.0472,0.3963
313124,MSFT130817P00026000,MSFT,2013-08-17,put,26.0,A,0.04,,0.05,,0,348,2013-06-07,-0.0203,0.0086,-0.7328,0.7669,0.363
313125,MSFT130817C00027000,MSFT,2013-08-17,call,27.0,A,8.65,,8.75,,10,237,2013-06-07,0.9495,0.0159,-1.067,1.5407,0.3963
313126,MSFT130817P00027000,MSFT,2013-08-17,put,27.0,A,0.05,,0.08,,0,554,2013-06-07,-0.0291,0.0122,-0.9445,1.0368,0.3454
313127,MSFT130817C00028000,MSFT,2013-08-17,call,28.0,A,7.7,,7.8,,0,111,2013-06-07,0.9317,0.0212,-1.4572,1.9831,0.3815
313128,MSFT130817P00028000,MSFT,2013-08-17,put,28.0,A,0.07,,0.09,,0,1373,2013-06-07,-0.0378,0.0164,-1.0863,1.2865,0.3196
313129,MSFT130817C00029000,MSFT,2013-08-17,call,29.0,A,6.7,,6.8,,4,586,2013-06-07,0.9241,0.0261,-1.3867,2.1586,0.3367
313130,MSFT130817P00029000,MSFT,2013-08-17,put,29.0,A,0.1,,0.12,,55,1562,2013-06-07,-0.0527,0.0229,-1.3364,1.683,0.2998
313131,MSFT130817C00030000,MSFT,2013-08-17,call,30.0,A,5.75,,5.8,,0,1574,2013-06-07,0.9073,0.0339,-1.5073,2.5283,0.3041
313132,MSFT130817P00030000,MSFT,2013-08-17,put,30.0,A,0.15,,0.16,,80,2511,2013-06-07,-0.0747,0.032,-1.651,2.2077,0.2814
313133,MSFT130817C00031000,MSFT,2013-08-17,call,31.0,A,4.8,,4.9,,0,3480,2013-06-07,0.8753,0.0453,-1.8544,3.1544,0.2838
313134,MSFT130817P00031000,MSFT,2013-08-17,put,31.0,A,0.22,,0.24,,453,2903,2013-06-07,-0.1086,0.0445,-2.0738,2.9137,0.2669
313135,MSFT130817C00032000,MSFT,2013-08-17,call,32.0,A,3.9,,4.0,,30,4390,2013-06-07,0.8317,0.0601,-2.2101,3.8811,0.2635
313136,MSFT130817P00032000,MSFT,2013-08-17,put,32.0,A,0.33,,0.35,,26,2934,2013-06-07,-0.156,0.0604,-2.5342,3.7425,0.2527
313137,MSFT130817C00033000,MSFT,2013-08-17,call,33.0,A,3.05,,3.15,,12,18990,2013-06-07,0.7704,0.078,-2.5922,4.704,0.2459
313138,MSFT130817P00033000,MSFT,2013-08-17,put,33.0,A,0.5,,0.51,,87,3904,2013-06-07,-0.2215,0.079,-3.0085,4.6482,0.24
313139,MSFT130817C00034000,MSFT,2013-08-17,call,34.0,A,2.3,,2.34,,84,16931,2013-06-07,0.6885,0.0977,-2.9135,5.4995,0.2297
313140,MSFT130817P00034000,MSFT,2013-08-17,put,34.0,A,0.75,,0.77,,297,2559,2013-06-07,-0.3091,0.0971,-3.4639,5.507,0.2313
313141,MSFT130817C00035000,MSFT,2013-08-17,call,35.0,A,1.62,,1.65,,462,8094,2013-06-07,0.5843,0.115,-3.0928,6.0797,0.2156
313142,MSFT130817P00035000,MSFT,2013-08-17,put,35.0,A,1.09,,1.12,,37,5210,2013-06-07,-0.4137,0.1117,-3.7186,6.0843,0.2221
313143,MSFT130817C00036000,MSFT,2013-08-17,call,36.0,A,1.09,,1.1,,215,5194,2013-06-07,0.464,0.122,-3.0936,6.2026,0.2074
313144,MSFT130817P00036000,MSFT,2013-08-17,put,36.0,A,1.56,,1.6,,2,599,2013-06-07,-0.5299,0.117,-3.7546,6.2064,0.2163
313145,MSFT130817C00037000,MSFT,2013-08-17,call,37.0,A,0.67,,0.69,,657,13815,2013-06-07,0.3414,0.1171,-2.7934,5.7343,0.1998
313146,MSFT130817P00037000,MSFT,2013-08-17,put,37.0,A,2.17,,2.22,,130,274,2013-06-07,-0.6426,0.1104,-3.5658,5.8115,0.2147
313147,MSFT130817C00038000,MSFT,2013-08-17,call,38.0,A,0.39,,0.4,,235,3175,2013-06-07,0.2321,0.0998,-2.2928,4.7722,0.195
313148,MSFT130817P00038000,MSFT,2013-08-17,put,38.0,A,2.89,,2.95,,0,147,2013-06-07,-0.7416,0.0956,-3.1685,5.0211,0.2142
313149,MSFT130817C00039000,MSFT,2013-08-17,call,39.0,A,0.21,,0.23,,306,732,2013-06-07,0.147,0.0762,-1.7201,3.598,0.1925
313150,MSFT130817P00039000,MSFT,2013-08-17,put,39.0,A,3.7,,3.85,,0,5,2013-06-07,-0.8097,0.0765,-2.8544,4.2023,0.2241
313151,MSFT130817C00040000,MSFT,2013-08-17,call,40.0,A,0.11,,0.12,,172,992,2013-06-07,0.0864,0.0528,-1.1741,2.4655,0.1906
313152,MSFT130817P00040000,MSFT,2013-08-17,put,40.0,A,4.6,,4.7,,0,249,2013-06-07,-0.8676,0.0592,-2.3773,3.2928,0.2269
313153,MSFT130817C00041000,MSFT,2013-08-17,call,41.0,A,0.05,,0.07,,36,169,2013-06-07,0.0494,0.0341,-0.7681,1.5987,0.1913
313154,MSFT130817P00041000,MSFT,2013-08-17,put,41.0,A,5.55,,5.65,,12,0,2013-06-07,-0.8978,0.046,-2.1597,2.7232,0.2417
313155,MSFT130817C00042000,MSFT,2013-08-17,call,42.0,A,0.02,,0.04,,0,534,2013-06-07,0.0262,0.0203,-0.4587,0.9522,0.1912
