,contract,underlying,expiration,type,strike,style,bid,bid_size,ask,ask_size,volume,open_interest,quote_date,delta,gamma,theta,vega,implied_volatility
1941,AAPL130817P00390000,AAPL,2013-08-17,put,390.0,A,4.6,,4.75,,44,1683,2013-06-03,-0.1386,0.0035,-35.0663,44.8641,0.3065
1942,AAPL130817C00395000,AAPL,2013-08-17,call,395.0,A,60.1,,60.95,,0,161,2013-06-03,0.8206,0.0038,-34.299,52.2617,0.3295
1943,AAPL130817P00395000,AAPL,2013-08-17,put,395.0,A,5.4,,5.55,,0,529,2013-06-03,-0.1581,0.0039,-38.0785,49.0214,0.304
1944,AAPL130817C00400000,AAPL,2013-08-17,call,400.0,A,56.05,,56.55,,6,687,2013-06-03,0.8014,0.0042,-36.5428,55.7601,0.3237
1945,AAPL130817P00400000,AAPL,2013-08-17,put,400.0,A,6.3,,6.45,,160,1928,2013-06-03,-0.1795,0.0043,-41.0639,53.1885,0.3015
1946,AAPL130817C00405000,AAPL,2013-08-17,call,405.0,A,51.9,,52.6,,0,231,2013-06-03,0.7805,0.0045,-38.7207,59.2601,0.3182
1947,AAPL130817P00405000,AAPL,2013-08-17,put,405.0,A,7.3,,7.5,,58,551,2013-06-03,-0.2028,0.0046,-43.9997,57.3148,0.299
1948,AAPL130817C00410000,AAPL,2013-08-17,call,410.0,A,48.05,,48.6,,4,385,2013-06-03,0.7574,0.0047,-40.9309,62.7615,0.3133
1949,AAPL130817P00410000,AAPL,2013-08-17,put,410.0,A,8.5,,8.7,,129,1103,2013-06-03,-0.2285,0.005,-47.0165,61.4028,0.2975
1950,AAPL130817C00415000,AAPL,2013-08-17,call,415.0,A,44.2,,44.95,,1,394,2013-06-03,0.7322,0.0052,-43.1942,66.2019,0.3094
1951,AAPL130817P00415000,AAPL,2013-08-17,put,415.0,A,9.8,,10.0,,26,881,2013-06-03,-0.2555,0.0053,-49.7459,65.2295,0.2955
1952,AAPL130817C00420000,AAPL,2013-08-17,call,420.0,A,40.75,,41.1,,20,434,2013-06-03,0.7052,0.0055,-45.2872,69.4364,0.3057
1953,AAPL130817P00420000,AAPL,2013-08-17,put,420.0,A,11.25,,11.45,,77,1146,2013-06-03,-0.2841,0.0057,-52.2521,68.7781,0.2936
1954,AAPL130817C00425000,AAPL,2013-08-17,call,425.0,A,37.3,,37.65,,20,504,2013-06-03,0.6767,0.0057,-47.1242,72.3854,0.302
1955,AAPL130817P00425000,AAPL,2013-08-17,put,425.0,A,12.95,,13.1,,42,1013,2013-06-03,-0.3146,0.0059,-54.6979,72.0194,0.2926
1956,AAPL130817C00430000,AAPL,2013-08-17,call,430.0,A,33.95,,34.3,,46,920,2013-06-03,0.6467,0.0061,-48.6449,74.9826,0.2982
1957,AAPL130817P00430000,AAPL,2013-08-17,put,430.0,A,14.65,,14.9,,143,1129,2013-06-03,-0.346,0.0062,-56.5947,74.7883,0.2905
1958,AAPL130817C00435000,AAPL,2013-08-17,call,435.0,A,30.75,,31.15,,22,965,2013-06-03,0.6153,0.0063,-49.9135,77.1747,0.2948
1959,AAPL130817P00435000,AAPL,2013-08-17,put,435.0,A,16.65,,16.9,,20,713,2013-06-03,-0.3787,0.0064,-58.3821,77.1038,0.2896
1960,AAPL130817C00440000,AAPL,2013-08-17,call,440.0,A,27.85,,28.3,,175,2769,2013-06-03,0.5825,0.0065,-51.1705,78.8971,0.2932
1961,AAPL130817P00440000,AAPL,2013-08-17,put,440.0,A,18.75,,19.05,,94,1203,2013-06-03,-0.4121,0.0066,-59.6804,78.8721,0.2882
1962,AAPL130817C00445000,AAPL,2013-08-17,call,445.0,A,25.1,,25.5,,247,935,2013-06-03,0.5491,0.0067,-51.8494,80.0706,0.2907
1963,AAPL130817P00445000,AAPL,2013-08-17,put,445.0,A,21.1,,21.45,,30,982,2013-06-03,-0.4461,0.0067,-60.7668,80.0707,0.2878
1964,AAPL130817C00450000,AAPL,2013-08-17,call,450.0,A,22.35,,22.8,,1049,4023,2013-06-03,0.515,0.0068,-51.8403,80.6742,0.2868
1965,AAPL130817P00450000,AAPL,2013-08-17,put,450.0,A,23.6,,23.9,,39,1096,2013-06-03,-0.4802,0.0068,-61.2153,80.6747,0.2863
1966,AAPL130817C00455000,AAPL,2013-08-17,call,455.0,A,20.15,,20.4,,60,976,2013-06-03,0.4809,0.0068,-52.0366,80.6806,0.2861
1967,AAPL130817P00455000,AAPL,2013-08-17,put,455.0,A,26.25,,26.55,,21,478,2013-06-03,-0.5145,0.0068,-61.299,80.6785,0.2851
1968,AAPL130817C00460000,AAPL,2013-08-17,call,460.0,A,17.9,,18.2,,368,1319,2013-06-03,0.4468,0.0068,-51.5991,80.0904,0.2843
1969,AAPL130817P00460000,AAPL,2013-08-17,put,460.0,A,29.15,,29.5,,22,538,2013-06-03,-0.5481,0.0068,-61.2044,80.0978,0.2851
1970,AAPL130817C00465000,AAPL,2013-08-17,call,465.0,A,15.9,,16.15,,68,1058,2013-06-03,0.4132,0.0067,-50.8368,78.9205,0.2829
1971,AAPL130817P00465000,AAPL,2013-08-17,put,465.0,A,32.15,,32.5,,6,484,2013-06-03,-0.5814,0.0067,-60.4925,78.9428,0.2839
1972,AAPL130817C00470000,AAPL,2013-08-17,call,470.0,A,14.0,,14.3,,167,1042,2013-06-03,0.3801,0.0066,-49.6517,77.1896,0.2813
1973,AAPL130817P00470000,AAPL,2013-08-17,put,470.0,A,35.35,,35.7,,11,171,2013-06-03,-0.6138,0.0066,-59.5279,77.2662,0.2834
1974,AAPL130817C00475000,AAPL,2013-08-17,call,475.0,A,12.3,,12.55,,372,1197,2013-06-03,0.3477,0.0065,-48.0698,74.9248,0.2795
1975,AAPL130817P00475000,AAPL,2013-08-17,put,475.0,A,38.7,,39.1,,2,295,2013-06-03,-0.645,0.0064,-58.2652,75.1181,0.2832
1976,AAPL130817C00480000,AAPL,2013-08-17,call,480.0,A,10.8,,10.9,,645,2035,2013-06-03,0.3163,0.0063,-46.1892,72.1818,0.2778
1977,AAPL130817P00480000,AAPL,2013-08-17,put,480.0,A,42.1,,42.8,,0,166,2013-06-03,-0.6747,0.0062,-56.7888,72.5764,0.2833
1978,AAPL130817C00485000,AAPL,2013-08-17,call,485.0,A,9.45,,9.65,,64,663,2013-06-03,0.2877,0.006,-44.4371,69.1828,0.2779
1979,AAPL130817P00485000,AAPL,2013-08-17,put,485.0,A,45.8,,46.45,,8,101,2013-06-03,-0.703,0.0059,-55.0338,69.6794,0.2833
1980,AAPL130817C00490000,AAPL,2013-08-17,call,490.0,A,8.25,,8.45,,23,894,2013-06-03,0.2602,0.0057,-42.4033,65.863,0.2777
1981,AAPL130817P00490000,AAPL,2013-08-17,put,490.0,A,49.7,,50.3,,3,127,2013-06-03,-0.729,0.0057,-53.3182,66.6147,0.2844
1982,AAPL130817C00495000,AAPL,2013-08-17,call,495.0,A,7.15,,7.35,,70,462,2013-06-03,0.2345,0.0054,-40.1751,62.2973,0.2774
1983,AAPL130817P00495000,AAPL,2013-08-17,put,495.0,A,53.55,,54.4,,0,82,2013-06-03,-0.7535,0.0054,-51.371,63.3289,0.2852
1984,AAPL130817C00500000,AAPL,2013-08-17,call,500.0,A,6.2,,6.35,,1255,6342,2013-06-03,0.2093,0.0051,-37.5541,58.3869,0.276
1985,AAPL130817P00500000,AAPL,2013-08-17,put,500.0,A,57.6,,58.35,,8,197,2013-06-03,-0.7776,0.0051,-48.9873,59.7171,0.2847
1986,AAPL130817C00505000,AAPL,2013-08-17,call,505.0,A,5.35,,5.55,,86,423,2013-06-03,0.1872,0.0047,-35.2086,54.592,0.2761
1987,AAPL130817P00505000,AAPL,2013-08-17,put,505.0,A,62.05,,62.55,,0,23,2013-06-03,-0.7964,0.0047,-47.4602,56.6166,0.2881
1988,AAPL130817C00510000,AAPL,2013-08-17,call,510.0,A,4.65,,4.8,,84,554,2013-06-03,0.1669,0.0044,-32.8463,50.7825,0.2763
1989,AAPL130817P00510000,AAPL,2013-08-17,put,510.0,A,66.25,,67.0,,0,40,2013-06-03,-0.8149,0.0044,-45.5501,53.3134,0.2901
1990,AAPL130817C00515000,AAPL,2013-08-17,call,515.0,A,4.0,,4.15,,78,188,2013-06-03,0.1482,0.0041,-30.4534,46.9728,0.2764
1991,AAPL130817P00515000,AAPL,2013-08-17,put,515.0,A,70.45,,71.25,,0,17,2013-06-03,-0.8352,0.0041,-42.756,49.3909,0.2886
1992,AAPL130817C00520000,AAPL,2013-08-17,call,520.0,A,3.45,,3.6,,155,398,2013-06-03,0.1316,0.0038,-28.2076,43.3342,0.277
1993,AAPL130817P00520000,AAPL,2013-08-17,put,520.0,A,75.1,,75.85,,12,96,2013-06-03,-0.8478,0.0038,-41.6219,46.7966,0.2938
1994,AAPL130817C00525000,AAPL,2013-08-17,call,525.0,A,2.98,,3.15,,4,418,2013-06-03,0.1171,0.0035,-26.1558,39.9392,0.2782
1995,AAPL130817P00525000,AAPL,2013-08-17,put,525.0,A,79.5,,80.35,,11,54,2013-06-03,-0.8635,0.0036,-39.3029,43.347,0.294
1996,AAPL130817C00530000,AAPL,2013-08-17,call,530.0,A,2.56,,2.7,,45,466,2013-06-03,0.1034,0.0032,-24.002,36.5272,0.2787
1997,AAPL130817P00530000,AAPL,2013-08-17,put,530.0,A,84.2,,84.9,,0,130,2013-06-03,-0.8753,0.0033,-37.7387,40.6008,0.2973
1998,AAPL130817C00535000,AAPL,2013-08-17,call,535.0,A,2.2,,2.34,,25,321,2013-06-03,0.0906,0.0028,-21.8182,33.1563,0.2787
1999,AAPL130817P00535000,AAPL,2013-08-17,put,535.0,A,88.8,,89.6,,1,15,2013-06-03,-0.8865,0.0031,-36.0777,37.8653,0.2999
2000,AAPL130817C00540000,AAPL,2013-08-17,call,540.0,A,1.91,,2.03,,1,153,2013-06-03,0.0801,0.0026,-20.0102,30.2366,0.2799
2001,AAPL130817P00540000,AAPL,2013-08-17,put,540.0,A,93.5,,94.15,,0,78,2013-06-03,-0.898,0.0028,-34.0727,34.9057,0.3008
2002,AAPL130817C00545000,AAPL,2013-08-17,call,545.0,A,1.65,,1.77,,13,232,2013-06-03,0.0708,0.0023,-18.3223,27.5225,0.2812
2003,AAPL130817P00545000,AAPL,2013-08-17,put,545.0,A,98.25,,98.95,,10,27,2013-06-03,-0.9059,0.0026,-32.8923,32.7759,0.3049
2004,AAPL130817C00550000,AAPL,2013-08-17,call,550.0,A,1.48,,1.55,,45,1168,2013-06-03,0.0634,0.0022,-16.9883,25.2625,0.2837
2005,AAPL130817P00550000,AAPL,2013-08-17,put,550.0,A,103.1,,103.95,,3,53,2013-06-03,-0.9102,0.0023,-32.665,31.6069,0.3129
2006,AAPL130817C00555000,AAPL,2013-08-17,call,555.0,A,1.24,,1.35,,10,202,2013-06-03,0.0554,0.0019,-15.3321,22.7347,0.2842
2007,AAPL130817P00555000,AAPL,2013-08-17,put,555.0,A,107.85,,108.6,,0,66,2013-06-03,-0.9194,0.0022,-30.7463,28.9746,0.3133
2008,AAPL130817C00560000,AAPL,2013-08-17,call,560.0,A,1.1,,1.21,,8,194,2013-06-03,0.0497,0.0018,-14.2385,20.8843,0.287
2009,AAPL130817P00560000,AAPL,2013-08-17,put,560.0,A,112.55,,113.7,,0,61,2013-06-03,-0.9243,0.0021,-30.0435,27.5344,0.3187
2010,AAPL130817C00565000,AAPL,2013-08-17,call,565.0,A,0.95,,1.03,,0,2207,2013-06-03,0.0436,0.0016,-12.8486,18.7752,0.2878
2011,AAPL130817P00565000,AAPL,2013-08-17,put,565.0,A,117.45,,118.75,,0,23,2013-06-03,-0.9269,0.002,-29.9944,26.7609,0.3271
2012,AAPL130817C00570000,AAPL,2013-08-17,call,570.0,A,0.82,,0.91,,1,225,2013-06-03,0.0387,0.0014,-11.7599,17.0557,0.2897
2013,AAPL130817P00570000,AAPL,2013-08-17,put,570.0,A,122.2,,123.65,,0,35,2013-06-03,-0.9333,0.0018,-28.5536,24.7779,0.3288
2014,AAPL130817C00575000,AAPL,2013-08-17,call,575.0,A,0.71,,0.81,,0,284,2013-06-03,0.0343,0.0013,-10.7048,15.4268,0.2913
2015,AAPL130817P00575000,AAPL,2013-08-17,put,575.0,A,127.1,,128.1,,0,84,2013-06-03,-0.9421,0.0016,-26.1945,21.9825,0.3256
2016,AAPL130817C00580000,AAPL,2013-08-17,call,580.0,A,0.65,,0.71,,1,88,2013-06-03,0.0307,0.0011,-9.8618,14.0841,0.2937
2017,AAPL130817P00580000,AAPL,2013-08-17,put,580.0,A,132.25,,133.05,,0,62,2013-06-03,-0.9481,0.0015,-24.618,19.9545,0.3256
2018,AAPL130817C00585000,AAPL,2013-08-17,call,585.0,A,0.58,,0.64,,0,90,2013-06-03,0.0276,0.0011,-9.1313,12.9118,0.2964
2019,AAPL130817P00585000,AAPL,2013-08-17,put,585.0,A,137.0,,137.9,,0,37,2013-06-03,-0.9536,0.0013,-23.1476,18.0667,0.3256
2020,AAPL130817C00590000,AAPL,2013-08-17,call,590.0,A,0.51,,0.57,,3,93,2013-06-03,0.0247,0.001,-8.3725,11.7468,0.2985
2021,AAPL130817P00590000,AAPL,2013-08-17,put,590.0,A,141.95,,143.3,,0,31,2013-06-03,-0.9585,0.0011,-21.7816,16.3161,0.3256
2022,AAPL130817C00595000,AAPL,2013-08-17,call,595.0,A,0.45,,0.53,,20,110,2013-06-03,0.0224,0.0009,-7.813,10.8415,0.3016
2023,AAPL130817P00595000,AAPL,2013-08-17,put,595.0,A,146.95,,148.25,,0,2507,2013-06-03,-0.9629,0.0011,-20.5173,14.6993,0.3256
2024,AAPL130817C00600000,AAPL,2013-08-17,call,600.0,A,0.4,,0.47,,21,821,2013-06-03,0.0201,0.0008,-7.1679,9.8711,0.3037
2025,AAPL130817P00600000,AAPL,2013-08-17,put,600.0,A,151.95,,153.1,,1,171,2013-06-03,-0.9668,0.001,-19.3515,13.2111,0.3256
2026,AAPL130817C00605000,AAPL,2013-08-17,call,605.0,A,0.35,,0.41,,20,84,2013-06-03,0.0178,0.0007,-6.4919,8.8938,0.3051
2027,AAPL130817P00605000,AAPL,2013-08-17,put,605.0,A,156.7,,158.25,,0,4,2013-06-03,-0.9702,0.0009,-18.2799,11.846,0.3256
2028,AAPL130817C00610000,AAPL,2013-08-17,call,610.0,A,0.3,,0.42,,0,238,2013-06-03,0.0166,0.0007,-6.2345,8.4118,0.3096
2029,AAPL130817P00610000,AAPL,2013-08-17,put,610.0,A,161.65,,163.15,,0,8,2013-06-03,-0.9733,0.0008,-17.2983,10.5981,0.3256
2030,AAPL130817C00615000,AAPL,2013-08-17,call,615.0,A,0.23,,0.39,,0,167,2013-06-03,0.0143,0.0005,-5.4779,7.3918,0.3094
2031,AAPL130817P00615000,AAPL,2013-08-17,put,615.0,A,166.65,,168.1,,0,21,2013-06-03,-0.9761,0.0007,-16.4019,9.4609,0.3256
2032,AAPL130817C00620000,AAPL,2013-08-17,call,620.0,A,0.22,,0.36,,0,161,2013-06-03,0.0134,0.0005,-5.2356,6.9686,0.3135
2033,AAPL130817P00620000,AAPL,2013-08-17,put,620.0,A,171.6,,173.0,,0,4,2013-06-03,-0.9785,0.0005,-15.5854,8.4278,0.3256
2034,AAPL130817C00625000,AAPL,2013-08-17,call,625.0,A,0.19,,0.34,,0,40,2013-06-03,0.0121,0.0005,-4.8638,6.4172,0.3161
2035,AAPL130817P00625000,AAPL,2013-08-17,put,625.0,A,176.45,,178.0,,0,0,2013-06-03,-0.9806,0.0005,-14.8441,7.4919,0.3256
2036,AAPL130817C00630000,AAPL,2013-08-17,call,630.0,A,0.16,,0.34,,0,20,2013-06-03,0.0112,0.0005,-4.5976,5.9985,0.3195
2037,AAPL130817P00630000,AAPL,2013-08-17,put,630.0,A,181.55,,182.95,,0,34,2013-06-03,-0.9825,0.0005,-14.1728,6.6466,0.3256
2038,AAPL130817C00635000,AAPL,2013-08-17,call,635.0,A,0.14,,0.29,,0,8,2013-06-03,0.0098,0.0004,-4.1049,5.3432,0.3201
2039,AAPL130817P00635000,AAPL,2013-08-17,put,635.0,A,186.4,,188.95,,0,60,2013-06-03,-0.9842,0.0004,-13.5662,5.8851,0.3256
2040,AAPL130817C00640000,AAPL,2013-08-17,call,640.0,A,0.13,,0.29,,0,2,2013-06-03,0.0094,0.0004,-4.0152,5.1452,0.325
2041,AAPL130817P00640000,AAPL,2013-08-17,put,640.0,A,191.4,,193.85,,0,39,2013-06-03,-0.9856,0.0004,-13.0196,5.2009,0.3256
2042,AAPL130817C00645000,AAPL,2013-08-17,call,645.0,A,0.1,,0.29,,0,1,2013-06-03,0.0085,0.0002,-3.6827,4.6913,0.3268
2043,AAPL130817P00645000,AAPL,2013-08-17,put,645.0,A,195.95,,198.85,,0,1,2013-06-03,-0.9869,0.0002,-12.5279,4.5878,0.3256
2044,AAPL130817C00650000,AAPL,2013-08-17,call,650.0,A,0.1,,0.29,,0,40,2013-06-03,0.0084,0.0002,-3.7011,4.6276,0.3328
2045,AAPL130817P00650000,AAPL,2013-08-17,put,650.0,A,201.6,,202.75,,0,42,2013-06-03,-0.988,0.0002,-12.0867,4.0396,0.3256
2046,AAPL130817C00655000,AAPL,2013-08-17,call,655.0,A,0.09,,0.25,,0,61,2013-06-03,0.0074,0.0002,-3.3528,4.1768,0.3338
2047,AAPL130817P00655000,AAPL,2013-08-17,put,655.0,A,205.9,,208.85,,0,9,2013-06-03,-0.989,0.0002,-11.6915,3.5507,0.3256
2048,AAPL130817C00660000,AAPL,2013-08-17,call,660.0,A,0.08,,0.25,,0,12,2013-06-03,0.007,0.0002,-3.2029,3.9471,0.3374
2049,AAPL130817P00660000,AAPL,2013-08-17,put,660.0,A,211.3,,213.8,,0,0,2013-06-03,-0.9898,0.0002,-11.3382,3.1156,0.3256
2050,AAPL130817C00665000,AAPL,2013-08-17,call,665.0,A,0.04,,0.26,,0,0,2013-06-03,0.0056,0.0002,-2.6135,3.2536,0.3338
2051,AAPL130817P00665000,AAPL,2013-08-17,put,665.0,A,215.9,,218.05,,0,7,2013-06-03,-0.9906,0.0002,-11.0228,2.7293,0.3256
2052,AAPL130817C00670000,AAPL,2013-08-17,call,670.0,A,0.05,,0.28,,0,0,2013-06-03,0.0049,0.0002,-2.302,2.8649,0.3338
2053,AAPL130817P00670000,AAPL,2013-08-17,put,670.0,A,220.4,,223.9,,0,0,2013-06-03,-0.9912,0.0002,-10.7416,2.3871,0.3256
2054,AAPL130921C00210000,AAPL,2013-09-21,call,210.0,A,238.8,,241.35,,0,0,2013-06-03,0.9936,0.0,7.3948,0.6419,0.4552
2055,AAPL130921P00210000,AAPL,2013-09-21,put,210.0,A,0.0,,0.17,,0,0,2013-06-03,0.0,0.0,-0.0096,0.0166,0.3404
2056,AAPL130921C00215000,AAPL,2013-09-21,call,215.0,A,233.65,,236.55,,0,0,2013-06-03,0.9933,0.0,7.2117,0.8622,0.4552
2057,AAPL130921P00215000,AAPL,2013-09-21,put,215.0,A,0.0,,0.18,,0,0,2013-06-03,0.0,0.0,-0.0161,0.0279,0.3404
2058,AAPL130921C00220000,AAPL,2013-09-21,call,220.0,A,228.8,,231.55,,0,0,2013-06-03,0.9929,0.0,6.984,1.1404,0.4552
2059,AAPL130921P00220000,AAPL,2013-09-21,put,220.0,A,0.0,,0.2,,0,0,2013-06-03,0.0,0.0,-0.0262,0.0456,0.3404
2060,AAPL130921C00225000,AAPL,2013-09-21,call,225.0,A,223.85,,226.55,,0,10,2013-06-03,0.9925,0.0001,6.7039,1.4865,0.4552
2061,AAPL130921P00225000,AAPL,2013-09-21,put,225.0,A,0.0,,0.24,,0,0,2013-06-03,-0.0001,0.0,-0.0418,0.0726,0.3404
2062,AAPL130921C00230000,AAPL,2013-09-21,call,230.0,A,218.85,,221.55,,0,0,2013-06-03,0.9919,0.0001,6.363,1.9114,0.4552
2063,AAPL130921P00230000,AAPL,2013-09-21,put,230.0,A,0.0,,0.24,,0,0,2013-06-03,-0.0001,0.0,-0.065,0.1129,0.3404
2064,AAPL130921C00235000,AAPL,2013-09-21,call,235.0,A,215.15,,216.7,,2,10,2013-06-03,0.9911,0.0001,5.9528,2.4262,0.4552
2065,AAPL130921P00235000,AAPL,2013-09-21,put,235.0,A,0.01,,0.27,,0,0,2013-06-03,-0.0002,0.0,-0.0987,0.1714,0.3404
2066,AAPL130921C00240000,AAPL,2013-09-21,call,240.0,A,208.8,,211.55,,0,10,2013-06-03,0.9902,0.0001,5.4645,3.0421,0.4552
2067,AAPL130921P00240000,AAPL,2013-09-21,put,240.0,A,0.03,,0.28,,0,0,2013-06-03,-0.0003,0.0,-0.1469,0.2548,0.3404
2068,AAPL130921C00245000,AAPL,2013-09-21,call,245.0,A,203.9,,206.45,,0,0,2013-06-03,0.989,0.0001,4.8893,3.7704,0.4552
2069,AAPL130921P00245000,AAPL,2013-09-21,put,245.0,A,0.04,,0.3,,0,0,2013-06-03,-0.0004,0.0,-0.2138,0.3709,0.3404
2070,AAPL130921C00250000,AAPL,2013-09-21,call,250.0,A,198.95,,201.45,,0,0,2013-06-03,0.9877,0.0002,4.2187,4.6221,0.4552
2071,AAPL130921P00250000,AAPL,2013-09-21,put,250.0,A,0.07,,0.3,,0,0,2013-06-03,-0.0006,0.0,-0.3054,0.5296,0.3404
2072,AAPL130921C00255000,AAPL,2013-09-21,call,255.0,A,193.95,,196.5,,0,0,2013-06-03,0.986,0.0002,3.4446,5.6074,0.4552
2073,AAPL130921P00255000,AAPL,2013-09-21,put,255.0,A,0.09,,0.33,,0,0,2013-06-03,-0.0009,0.0,-0.4283,0.7425,0.3404
2074,AAPL130921C00260000,AAPL,2013-09-21,call,260.0,A,189.05,,191.6,,0,0,2013-06-03,0.9841,0.0002,2.5596,6.7358,0.4552
2075,AAPL130921P00260000,AAPL,2013-09-21,put,260.0,A,0.11,,0.3,,0,0,2013-06-03,-0.0013,0.0,-0.5902,1.0228,0.3404
2076,AAPL130921C00265000,AAPL,2013-09-21,call,265.0,A,183.95,,186.55,,0,0,2013-06-03,0.9818,0.0002,1.5571,8.0157,0.4552
2077,AAPL130921P00265000,AAPL,2013-09-21,put,265.0,A,0.12,,0.38,,0,0,2013-06-03,-0.0018,0.0001,-0.8,1.3855,0.3404
2078,AAPL130921C00270000,AAPL,2013-09-21,call,270.0,A,179.1,,181.45,,0,0,2013-06-03,0.9791,0.0002,0.4317,9.4538,0.4552
2079,AAPL130921P00270000,AAPL,2013-09-21,put,270.0,A,0.21,,0.36,,0,24,2013-06-03,-0.0024,0.0001,-1.0671,1.8475,0.3404
2080,AAPL130921C00275000,AAPL,2013-09-21,call,275.0,A,174.0,,176.45,,0,0,2013-06-03,0.9761,0.0004,-0.8209,11.0557,0.4552
2081,AAPL130921P00275000,AAPL,2013-09-21,put,275.0,A,0.22,,0.38,,0,1,2013-06-03,-0.0033,0.0001,-1.4022,2.4266,0.3404
2082,AAPL130921C00280000,AAPL,2013-09-21,call,280.0,A,169.15,,171.5,,0,0,2013-06-03,0.9726,0.0005,-2.2036,12.8246,0.4552
2083,AAPL130921P00280000,AAPL,2013-09-21,put,280.0,A,0.22,,0.43,,0,0,2013-06-03,-0.0043,0.0002,-1.8164,3.1418,0.3404
2084,AAPL130921C00285000,AAPL,2013-09-21,call,285.0,A,164.1,,166.6,,0,0,2013-06-03,0.9686,0.0005,-3.7178,14.7622,0.4552
2085,AAPL130921P00285000,AAPL,2013-09-21,put,285.0,A,0.25,,0.51,,0,0,2013-06-03,-0.0057,0.0002,-2.3211,4.0126,0.3404
2086,AAPL130921C00290000,AAPL,2013-09-21,call,290.0,A,159.35,,161.65,,0,0,2013-06-03,0.9641,0.0005,-5.3632,16.8678,0.4552
2087,AAPL130921P00290000,AAPL,2013-09-21,put,290.0,A,0.29,,0.65,,0,0,2013-06-03,-0.0074,0.0002,-2.9276,5.0583,0.3404
2088,AAPL130921C00295000,AAPL,2013-09-21,call,295.0,A,154.15,,156.6,,0,0,2013-06-03,0.9591,0.0007,-7.1381,19.1388,0.4552
2089,AAPL130921P00295000,AAPL,2013-09-21,put,295.0,A,0.4,,0.56,,0,2,2013-06-03,-0.0095,0.0002,-3.6468,6.2976,0.3404
2090,AAPL130921C00300000,AAPL,2013-09-21,call,300.0,A,149.45,,151.7,,1,1,2013-06-03,0.9542,0.0008,-8.7377,21.2875,0.4529
2091,AAPL130921P00300000,AAPL,2013-09-21,put,300.0,A,0.47,,0.62,,0,30,2013-06-03,-0.0121,0.0004,-4.4892,7.7478,0.3404
2092,AAPL130921C00305000,AAPL,2013-09-21,call,305.0,A,144.35,,146.7,,0,3,2013-06-03,0.9539,0.0008,-8.1667,21.4142,0.4338
2093,AAPL130921P00305000,AAPL,2013-09-21,put,305.0,A,0.54,,0.69,,2,0,2013-06-03,-0.0152,0.0005,-5.4639,9.4243,0.3404
2094,AAPL130921C00310000,AAPL,2013-09-21,call,310.0,A,140.25,,141.8,,0,6,2013-06-03,0.944,0.0009,-11.7142,25.5437,0.4449
2095,AAPL130921P00310000,AAPL,2013-09-21,put,310.0,A,0.63,,0.79,,0,1,2013-06-03,-0.0188,0.0005,-6.5785,11.3397,0.3404
2096,AAPL130921C00315000,AAPL,2013-09-21,call,315.0,A,135.95,,136.8,,0,6,2013-06-03,0.9374,0.001,-13.6673,28.1864,0.4434
2097,AAPL130921P00315000,AAPL,2013-09-21,put,315.0,A,0.73,,0.91,,0,72,2013-06-03,-0.0231,0.0007,-7.8388,13.5032,0.3404
2098,AAPL130921C00320000,AAPL,2013-09-21,call,320.0,A,130.95,,131.8,,0,10,2013-06-03,0.9354,0.0011,-13.4771,28.9426,0.4273
2099,AAPL130921P00320000,AAPL,2013-09-21,put,320.0,A,0.87,,1.08,,10,0,2013-06-03,-0.0282,0.0008,-9.2483,15.9203,0.3404
2100,AAPL130921C00325000,AAPL,2013-09-21,call,325.0,A,125.5,,127.1,,0,0,2013-06-03,0.9349,0.0011,-12.6552,29.1291,0.4073
2101,AAPL130921P00325000,AAPL,2013-09-21,put,325.0,A,1.06,,1.24,,0,12,2013-06-03,-0.0329,0.0009,-10.4195,18.087,0.3373
2102,AAPL130921C00330000,AAPL,2013-09-21,call,330.0,A,120.6,,122.15,,0,0,2013-06-03,0.9317,0.0013,-12.8651,30.3524,0.3943
2103,AAPL130921P00330000,AAPL,2013-09-21,put,330.0,A,1.15,,1.34,,0,0,2013-06-03,-0.036,0.001,-10.9609,19.5054,0.3287
2104,AAPL130921C00335000,AAPL,2013-09-21,call,335.0,A,115.7,,117.15,,0,0,2013-06-03,0.9287,0.0014,-12.9293,31.498,0.3805
2105,AAPL130921P00335000,AAPL,2013-09-21,put,335.0,A,1.39,,1.55,,0,22,2013-06-03,-0.042,0.0011,-12.3268,22.0982,0.326
2106,AAPL130921C00340000,AAPL,2013-09-21,call,340.0,A,110.3,,112.5,,0,10,2013-06-03,0.9274,0.0014,-12.2784,31.9573,0.3624
2107,AAPL130921P00340000,AAPL,2013-09-21,put,340.0,A,1.58,,1.8,,2,3,2013-06-03,-0.0479,0.0013,-13.5282,24.5674,0.3215
2108,AAPL130921C00345000,AAPL,2013-09-21,call,345.0,A,106.1,,107.5,,0,0,2013-06-03,0.9181,0.0016,-14.2901,35.3065,0.3608
2109,AAPL130921P00345000,AAPL,2013-09-21,put,345.0,A,1.89,,2.1,,10,33,2013-06-03,-0.0556,0.0014,-15.12,27.6376,0.3191
2110,AAPL130921C00350000,AAPL,2013-09-21,call,350.0,A,101.85,,102.7,,1,0,2013-06-03,0.9082,0.0018,-16.3092,38.7329,0.3588
2111,AAPL130921P00350000,AAPL,2013-09-21,put,350.0,A,2.16,,2.41,,10,33,2013-06-03,-0.0631,0.0016,-16.5028,30.5434,0.3148
